"ds","y","cap"
"1956-10-01",18.24459573,25.604
"1956-11-01",14.09491795,25.604
"1956-12-01",11.67353561,25.604
"1957-01-01",10.85971481,25.613
"1957-02-01",12.36459687,25.613
"1957-03-01",14.79054302,25.613
"1957-04-01",18.06861054,25.613
"1957-05-01",20.61082678,25.613
"1957-06-01",22.60892707,25.613
"1957-07-01",23.39935128,25.613
"1957-08-01",23.17345242,25.613
"1957-09-01",21.27504501,25.613
"1957-10-01",18.42448889,25.613
"1957-11-01",15.42282279,25.613
"1957-12-01",12.58038291,25.613
"1958-01-01",11.4754812,25.622
"1958-02-01",12.72471595,25.622
"1958-03-01",14.92898348,25.622
"1958-04-01",18.31650969,25.622
"1958-05-01",21.24604046,25.622
"1958-06-01",22.67559915,25.622
"1958-07-01",23.49032764,25.622
"1958-08-01",23.15164017,25.622
"1958-09-01",21.54093476,25.622
"1958-10-01",18.47243989,25.622
"1958-11-01",15.32319202,25.622
"1958-12-01",12.62330342,25.622
"1959-01-01",11.26702108,25.631
"1959-02-01",12.46887151,25.631
"1959-03-01",15.77216923,25.631
"1959-04-01",18.74642422,25.631
"1959-05-01",21.00002479,25.631
"1959-06-01",22.63053419,25.631
"1959-07-01",23.75777265,25.631
"1959-08-01",23.33139858,25.631
"1959-09-01",21.48517123,25.631
"1959-10-01",18.55084501,25.631
"1959-11-01",14.74887009,25.631
"1959-12-01",12.27340085,25.631
"1960-01-01",11.18752707,25.64
"1960-02-01",12.97031852,25.64
"1960-03-01",14.83022849,25.64
"1960-04-01",18.01789145,25.64
"1960-05-01",20.73356752,25.64
"1960-06-01",22.8549886,25.64
"1960-07-01",23.24030171,25.64
"1960-08-01",23.18008034,25.64
"1960-09-01",21.53723476,25.64
"1960-10-01",18.65444131,25.64
"1960-11-01",15.31739145,25.64
"1960-12-01",12.28723533,25.64
"1961-01-01",11.07780484,25.649
"1961-02-01",12.77572963,25.649
"1961-03-01",15.85591966,25.649
"1961-04-01",18.66270598,25.649
"1961-05-01",21.02221168,25.649
"1961-06-01",22.78427778,25.649
"1961-07-01",23.36416467,25.649
"1961-08-01",23.22124017,25.649
"1961-09-01",21.82991795,25.649
"1961-10-01",18.7144906,25.649
"1961-11-01",15.21556382,25.649
"1961-12-01",11.83518575,25.649
"1962-01-01",11.04581339,25.658
"1962-02-01",12.63072621,25.658
"1962-03-01",14.75782877,25.658
"1962-04-01",18.22092877,25.658
"1962-05-01",20.83761311,25.658
"1962-06-01",22.16548034,25.658
"1962-07-01",23.18136752,25.658
"1962-09-01",21.42021339,25.658
"1962-10-01",18.5035359,25.658
"1962-11-01",14.99127806,25.658
"1962-12-01",11.79467151,25.658
"1963-01-01",9.768945014,25.667
"1963-02-01",11.92784587,25.667
"1963-03-01",14.85351311,25.667
"1963-04-01",18.08121823,25.667
"1963-05-01",20.8664812,25.667
"1963-06-01",22.50891083,25.667
"1963-07-01",23.55039031,25.667
"1963-08-01",23.20888148,25.667
"1963-09-01",21.75861652,25.667
"1963-10-01",18.85914843,25.667
"1963-11-01",15.91335954,25.667
"1963-12-01",11.56082507,25.667
"1964-01-01",10.73739459,25.676
"1964-02-01",11.62312308,25.676
"1964-03-01",14.96531681,25.676
"1964-04-01",18.51462934,25.676
"1964-05-01",20.99879088,25.676
"1964-06-01",22.46489202,25.676
"1964-07-01",23.20203447,25.676
"1964-08-01",22.99094046,25.676
"1964-09-01",21.37900114,25.676
"1964-10-01",18.14960199,25.676
"1964-11-01",14.95812051,25.676
"1964-12-01",11.87642536,25.676
"1965-01-01",11.26388974,25.685
"1965-02-01",11.84617208,25.685
"1965-03-01",14.54750769,25.685
"1965-04-01",17.38386923,25.685
"1965-05-01",20.70698006,25.685
"1965-06-01",22.5826661,25.685
"1965-07-01",23.01594843,25.685
"1965-08-01",22.86175385,25.685
"1965-09-01",21.31868291,25.685
"1965-10-01",18.47882678,25.685
"1965-11-01",15.11355783,25.685
"1965-12-01",12.36586467,25.685
"1966-01-01",11.22914587,25.694
"1966-02-01",13.28822308,25.694
"1966-03-01",15.49282393,25.694
"1966-04-01",18.41393875,25.694
"1966-05-01",20.96787094,25.694
"1966-06-01",22.60262735,25.694
"1966-07-01",23.47047179,25.694
"1966-08-01",23.27794672,25.694
"1966-09-01",21.25257835,25.694
"1966-10-01",18.82215897,25.694
"1966-11-01",15.20859715,25.694
"1966-12-01",11.63122507,25.694
"1967-01-01",10.70235897,25.703
"1967-02-01",12.13907977,25.703
"1967-03-01",15.29752564,25.703
"1967-04-01",17.99860912,25.703
"1967-05-01",21.21819516,25.703
"1967-06-01",22.35733903,25.703
"1967-07-01",23.41166952,25.703
"1967-08-01",23.34798405,25.703
"1967-09-01",21.29476809,25.703
"1967-10-01",18.82036011,25.703
"1967-11-01",14.99667436,25.703
"1967-12-01",11.44269516,25.703
"1968-01-01",10.48134587,25.712
"1968-02-01",11.45741966,25.712
"1968-03-01",15.27534843,25.712
"1968-04-01",18.10678205,25.712
"1968-05-01",20.57754416,25.712
"1968-06-01",22.40362934,25.712
"1968-07-01",23.14372251,25.712
"1968-08-01",22.95048376,25.712
"1968-09-01",21.42595613,25.712
"1968-10-01",18.3731755,25.712
"1968-11-01",15.31752336,25.712
"1968-12-01",12.15565043,25.712
"1969-01-01",10.61545442,25.721
"1969-02-01",11.49215014,25.721
"1969-03-01",14.7811584,25.721
"1969-04-01",18.26333533,25.721
"1969-05-01",21.13735698,25.721
"1969-06-01",22.46451909,25.721
"1969-07-01",23.4166943,25.721
"1969-08-01",23.1717265,25.721
"1969-09-01",21.55230057,25.721
"1969-10-01",18.55333447,25.721
"1969-11-01",15.2404906,25.721
"1969-12-01",11.51382536,25.721
"1970-01-01",10.80730085,25.73
"1970-02-01",12.58095641,25.73
"1970-03-01",14.45486724,25.73
"1970-04-01",18.36806239,25.73
"1970-05-01",21.18433704,25.73
"1970-06-01",22.52906724,25.73
"1970-07-01",23.3438812,25.73
"1970-08-01",23.19621738,25.73
"1970-09-01",21.51464217,25.73
"1970-10-01",18.40513362,25.73
"1970-11-01",15.11638604,25.73
"1970-12-01",11.84943248,25.73
"1971-02-01",12.15116781,25.739
"1971-03-01",14.52484017,25.739
"1971-04-01",17.96056553,25.739
"1971-05-01",20.72403675,25.739
"1971-06-01",22.06456182,25.739
"1971-07-01",23.35571168,25.739
"1971-08-01",23.02998604,25.739
"1971-09-01",21.34625584,25.739
"1971-10-01",18.1908584,25.739
"1971-11-01",14.97405584,25.739
"1971-12-01",12.32031453,25.739
"1972-01-01",10.57614131,25.748
"1972-02-01",11.6907812,25.748
"1972-03-01",15.40780313,25.748
"1972-04-01",18.13780798,25.748
"1972-05-01",20.87507949,25.748
"1972-06-01",22.73456325,25.748
"1972-07-01",23.55195983,25.748
"1972-08-01",23.10639801,25.748
"1972-09-01",21.09727664,25.748
"1972-10-01",18.37205897,25.748
"1972-11-01",15.20514758,25.748
"1972-12-01",12.39645613,25.748
"1973-01-01",11.33131254,25.757
"1973-02-01",13.35480513,25.757
"1973-03-01",15.58756581,25.757
"1973-04-01",18.71972621,25.757
"1973-05-01",21.07314444,25.757
"1973-06-01",22.78998604,25.757
"1973-07-01",23.43950427,25.757
"1973-08-01",23.25389031,25.757
"1973-09-01",21.31683362,25.757
"1973-10-01",18.28182792,25.757
"1973-11-01",14.81828405,25.757
"1973-12-01",11.70372536,25.757
"1974-01-01",10.9648567,25.766
"1974-02-01",12.28002877,25.766
"1974-03-01",15.40809231,25.766
"1974-04-01",18.27661225,25.766
"1974-05-01",20.78232621,25.766
"1974-06-01",22.2296416,25.766
"1974-07-01",23.06089573,25.766
"1974-08-01",23.08066325,25.766
"1974-09-01",21.28682023,25.766
"1974-10-01",18.09986496,25.766
"1974-11-01",15.04859231,25.766
"1974-12-01",11.9334906,25.766
"1975-01-01",11.74727892,25.775
"1975-02-01",12.39744843,25.775
"1975-03-01",15.34121111,25.775
"1975-04-01",18.45974872,25.775
"1975-05-01",20.99198917,25.775
"1975-06-01",22.53597322,25.775
"1975-07-01",23.25752108,25.775
"1975-08-01",23.31754929,25.775
"1975-09-01",21.76442707,25.775
"1975-10-01",18.34028519,25.775
"1975-11-01",14.71281766,25.775
"1975-12-01",11.59796866,25.775
"1976-01-01",11.02061823,25.784
"1976-02-01",12.27491111,25.784
"1976-03-01",14.57288348,25.784
"1976-04-01",17.87468433,25.784
"1976-05-01",20.69092023,25.784
"1976-06-01",22.34542194,25.784
"1976-07-01",23.0689906,25.784
"1976-08-01",22.64275499,25.784
"1976-09-01",20.98725499,25.784
"1976-10-01",18.00994701,25.784
"1976-11-01",14.62653362,25.784
"1976-12-01",11.84032934,25.784
"1977-01-01",10.05561396,25.793
"1977-02-01",12.70057493,25.793
"1977-03-01",16.1709812,25.793
"1977-04-01",18.46714758,25.793
"1977-05-01",20.8538037,25.793
"1977-06-01",22.53795157,25.793
"1977-07-01",23.51069031,25.793
"1977-08-01",23.01473533,25.793
"1977-09-01",21.47982991,25.793
"1977-10-01",18.81380342,25.793
"1977-11-01",15.82817892,25.793
"1977-12-01",12.42725271,25.793
"1978-01-01",11.12604131,25.802
"1978-02-01",11.85077265,25.802
"1978-03-01",15.29877977,25.802
"1978-04-01",18.07473504,25.802
"1978-05-01",20.95461909,25.802
"1978-06-01",22.40685926,25.802
"1978-07-01",23.28707151,25.802
"1978-08-01",23.01621254,25.802
"1978-09-01",21.33949459,25.802
"1978-10-01",18.54026125,25.802
"1978-11-01",15.288151,25.802
"1978-12-01",12.03993732,25.802
"1979-01-01",10.81965185,25.811
"1979-02-01",12.44536695,25.811
"1979-03-01",15.3314584,25.811
"1979-04-01",18.01594188,25.811
"1979-05-01",20.93744074,25.811
"1979-07-01",23.25945442,25.811
"1979-08-01",23.25072764,25.811
"1979-09-01",21.52524843,25.811
"1979-10-01",18.87634558,25.811
"1979-11-01",15.28464986,25.811
"1979-12-01",12.9510886,25.811
"1980-01-01",10.86224131,25.82
"1980-02-01",12.31806325,25.82
"1980-03-01",14.93789801,25.82
"1980-04-01",18.2771416,25.82
"1980-05-01",21.03078063,25.82
"1980-06-01",22.61917721,25.82
"1980-07-01",23.26652906,25.82
"1980-08-01",23.05434644,25.82
"1980-09-01",21.47468803,25.82
"1980-10-01",18.55308775,25.82
"1980-11-01",15.43750057,25.82
"1980-12-01",12.248851,25.82
"1981-01-01",10.94887208,25.829
"1981-02-01",12.73286068,25.829
"1981-03-01",15.77930541,25.829
"1981-04-01",18.49459316,25.829
"1981-05-01",20.87274786,25.829
"1981-06-01",22.82293732,25.829
"1981-07-01",23.41874217,25.829
"1981-08-01",23.34274501,25.829
"1981-09-01",21.54103105,25.829
"1981-10-01",18.340751,25.829
"1981-11-01",14.88981339,25.829
"1981-12-01",12.14809259,25.829
"1982-01-01",11.10030712,25.838
"1982-02-01",12.1863604,25.838
"1982-03-01",15.07471595,25.838
"1982-04-01",18.10586581,25.838
"1982-05-01",21.12233647,25.838
"1982-06-01",22.54791652,25.838
"1982-07-01",23.48302991,25.838
"1982-08-01",23.2624792,25.838
"1982-09-01",21.74425413,25.838
"1982-10-01",18.71643362,25.838
"1982-11-01",15.5228188,25.838
"1982-12-01",12.60187464,25.838
"1983-01-01",11.79222194,25.847
"1983-02-01",12.33812735,25.847
"1983-03-01",15.40839373,25.847
"1983-04-01",18.55283704,25.847
"1983-05-01",21.2506,25.847
"1983-06-01",22.65227578,25.847
"1983-07-01",23.86682308,25.847
"1983-08-01",23.48373932,25.847
"1983-09-01",21.82731909,25.847
"1983-10-01",18.60656325,25.847
"1983-11-01",15.31273305,25.847
"1983-12-01",12.03793561,25.847
"1984-01-01",11.09707094,25.856
"1984-02-01",11.86046353,25.856
"1984-03-01",14.98989088,25.856
"1984-04-01",18.13907635,25.856
"1984-05-01",21.08531852,25.856
"1984-06-01",22.50673875,25.856
"1984-07-01",23.31566011,25.856
"1984-08-01",23.20379174,25.856
"1984-09-01",21.26039288,25.856
"1984-10-01",18.72241282,25.856
"1984-11-01",15.17061425,25.856
"1984-12-01",11.6595453,25.856
"1985-01-01",10.28451254,25.865
"1985-02-01",11.71897835,25.865
"1985-03-01",15.02144615,25.865
"1985-04-01",18.61831795,25.865
"1985-05-01",21.34275128,25.865
"1985-06-01",22.31788319,25.865
"1985-07-01",23.23481709,25.865
"1985-08-01",23.47560655,25.865
"1985-09-01",21.47636467,25.865
"1985-10-01",18.59562507,25.865
"1985-11-01",14.97483675,25.865
"1985-12-01",12.06151709,25.865
"1986-01-01",11.4621114,25.874
"1986-02-01",11.5709037,25.874
"1986-03-01",15.25907151,25.874
"1986-04-01",18.55353647,25.874
"1986-05-01",21.23784473,25.874
"1986-06-01",22.7992547,25.874
"1986-07-01",23.23168832,25.874
"1986-08-01",23.25838205,25.874
"1986-09-01",21.34583533,25.874
"1986-10-01",18.4433943,25.874
"1986-11-01",15.21770627,25.874
"1986-12-01",12.15922108,25.874
"1987-01-01",10.77110798,25.883
"1987-02-01",13.08051966,25.883
"1987-03-01",14.7192302,25.883
"1987-04-01",18.52744017,25.883
"1987-05-01",20.99697236,25.883
"1987-06-01",22.80471624,25.883
"1987-07-01",23.92074274,25.883
"1987-08-01",23.46284929,25.883
"1987-09-01",21.96820114,25.883
"1987-10-01",18.77697236,25.883
"1987-12-01",12.64784131,25.883
"1988-01-01",12.0920188,25.892
"1988-02-01",12.70100712,25.892
"1988-03-01",15.28017635,25.892
"1988-04-01",18.56388291,25.892
"1988-05-01",21.4789151,25.892
"1988-06-01",22.80145014,25.892
"1988-07-01",23.57475726,25.892
"1988-08-01",23.44977265,25.892
"1988-09-01",21.6942755,25.892
"1988-10-01",18.56798433,25.892
"1988-11-01",14.78677778,25.892
"1988-12-01",12.46460085,25.892
"1989-01-01",11.71624701,25.901
"1989-02-01",12.77480228,25.901
"1989-03-01",15.84513333,25.901
"1989-04-01",18.62268405,25.901
"1989-05-01",21.17534188,25.901
"1989-06-01",22.5836755,25.901
"1989-07-01",23.51198917,25.901
"1989-08-01",23.37581481,25.901
"1989-09-01",21.64659145,25.901
"1989-10-01",18.81185954,25.901
"1989-11-01",15.33675812,25.901
"1989-12-01",12.27821852,25.901
"1990-01-01",11.95039174,25.91
"1990-02-01",13.76621254,25.91
"1990-03-01",16.27875698,25.91
"1990-04-01",18.61611026,25.91
"1990-05-01",21.11762934,25.91
"1990-06-01",22.86753761,25.91
"1990-07-01",23.48867293,25.91
"1990-08-01",23.64337436,25.91
"1990-09-01",21.60702222,25.91
"1990-10-01",19.0424396,25.91
"1990-11-01",16.23513846,25.91
"1990-12-01",12.64701311,25.91
"1991-01-01",11.59187835,25.919
"1991-02-01",12.5992433,25.919
"1991-03-01",15.73291368,25.919
"1991-04-01",18.51008718,25.919
"1991-05-01",20.95866467,25.919
"1991-06-01",22.82428632,25.919
"1991-07-01",23.782051,25.919
"1991-08-01",23.42264017,25.919
"1991-09-01",21.85087863,25.919
"1991-10-01",18.71681197,25.919
"1991-11-01",15.16744501,25.919
"1991-12-01",12.1781208,25.919
"1992-01-01",11.53997635,25.928
"1992-02-01",12.84675442,25.928
"1992-03-01",15.59777721,25.928
"1992-04-01",18.58711083,25.928
"1992-05-01",21.10857749,25.928
"1992-06-01",22.69722194,25.928
"1992-07-01",23.34461966,25.928
"1992-08-01",23.32985698,25.928
"1992-09-01",21.41717664,25.928
"1992-10-01",18.17621396,25.928
"1992-11-01",15.1489339,25.928
"1992-12-01",12.3903265,25.928
"1993-01-01",11.6067849,25.937
"1993-02-01",12.70460712,25.937
"1993-03-01",15.18753533,25.937
"1993-04-01",18.45118689,25.937
"1993-05-01",21.32582137,25.937
"1993-06-01",22.72368348,25.937
"1993-07-01",23.24580712,25.937
"1993-08-01",23.13963761,25.937
"1993-09-01",21.20285726,25.937
"1993-10-01",18.56297578,25.937
"1993-11-01",14.54360712,25.937
"1993-12-01",12.61801396,25.937
"1994-01-01",12.00181453,25.946
"1994-02-01",12.28201481,25.946
"1994-03-01",15.70539601,25.946
"1994-04-01",18.83423504,25.946
"1994-05-01",21.48470513,25.946
"1994-06-01",22.92012137,25.946
"1994-07-01",23.9835886,25.946
"1994-08-01",23.60234701,25.946
"1994-09-01",21.85218205,25.946
"1994-10-01",18.79204359,25.946
"1994-11-01",16.00734103,25.946
"1994-12-01",12.68205385,25.946
"1995-01-01",11.70284302,25.955
"1995-02-01",13.62674074,25.955
"1995-03-01",15.65437464,25.955
"1995-04-01",18.57917692,25.955
"1995-05-01",21.3205057,25.955
"1995-06-01",23.00792678,25.955
"1995-07-01",24.0143416,25.955
"1995-08-01",23.8983265,25.955
"1995-09-01",21.67957892,25.955
"1995-10-01",19.26653875,25.955
"1995-11-01",15.26198148,25.955
"1995-12-01",11.93297151,25.955
"1996-01-01",11.17719459,25.964
"1996-02-01",12.24338632,25.964
"1996-03-01",14.89928319,25.964
"1996-05-01",21.35216467,25.964
"1996-06-01",22.8222094,25.964
"1996-07-01",23.48474587,25.964
"1996-08-01",23.29818974,25.964
"1996-09-01",21.27077236,25.964
"1996-10-01",18.62974017,25.964
"1996-11-01",15.35833789,25.964
"1996-12-01",12.30980798,25.964
"1997-01-01",11.16776724,25.973
"1997-02-01",13.0694567,25.973
"1997-03-01",15.99468832,25.973
"1997-04-01",17.96994558,25.973
"1997-05-01",21.25533932,25.973
"1997-06-01",22.95616838,25.973
"1997-07-01",23.75646524,25.973
"1997-08-01",23.84144131,25.973
"1997-09-01",21.71703789,25.973
"1997-10-01",18.69849288,25.973
"1997-11-01",15.73114017,25.973
"1997-12-01",12.65334217,25.973
"1998-01-01",12.04523818,25.982
"1998-02-01",13.86815014,25.982
"1998-03-01",15.82214274,25.982
"1998-04-01",19.41731994,25.982
"1998-05-01",21.96919003,25.982
"1998-06-01",23.39179459,25.982
"1998-07-01",24.10141652,25.982
"1998-08-01",23.97964217,25.982
"1998-09-01",22.15931083,25.982
"1998-10-01",19.2830339,25.982
"1998-11-01",15.34467664,25.982
"1998-12-01",12.80825584,25.982
"1999-01-01",12.14637778,25.991
"1999-02-01",13.57948376,25.991
"1999-03-01",15.80790313,25.991
"1999-04-01",19.10810684,25.991
"1999-05-01",21.27094473,25.991
"1999-06-01",22.96669316,25.991
"1999-07-01",23.97949886,25.991
"1999-08-01",23.59259715,25.991
"1999-09-01",22.25576097,25.991
"1999-10-01",18.94692877,25.991
"1999-11-01",15.39185983,25.991
"1999-12-01",12.76515128,25.991
"2000-01-01",11.47631339,26
"2000-02-01",12.970649,26
"2000-03-01",15.84972536,26
"2000-04-01",19.29244359,26
"2000-05-01",21.69587293,26
"2000-06-01",23.03635584,26
"2000-07-01",23.59210598,26
"2000-08-01",23.77109715,26
"2000-09-01",21.82610114,26
"2000-10-01",19.05614131,26
"2000-11-01",15.37836895,26
"2000-12-01",12.66206353,26
"2001-01-01",11.59155812,26.009
"2001-02-01",13.11082279,26.009
"2001-03-01",16.10863704,26.009
"2001-04-01",18.94568462,26.009
"2001-05-01",21.82291453,26.009
"2001-06-01",22.79745185,26.009
"2001-07-01",24.08361595,26.009
"2001-08-01",23.94670684,26.009
"2001-09-01",21.78241168,26.009
"2001-10-01",19.45395071,26.009
"2001-11-01",15.75341852,26.009
"2001-12-01",12.07591197,26.009
"2002-01-01",12.20900798,26.018
"2002-02-01",14.20376866,26.018
"2002-03-01",16.80502593,26.018
"2002-04-01",19.16307293,26.018
"2002-05-01",21.68267892,26.018
"2002-06-01",23.26007635,26.018
"2002-07-01",24.3272849,26.018
"2002-08-01",23.80151909,26.018
"2002-09-01",21.87714217,26.018
"2002-10-01",18.95351994,26.018
"2002-11-01",15.63254729,26.018
"2002-12-01",12.06085499,26.018
"2003-01-01",11.64738376,26.027
"2003-02-01",12.80954815,26.027
"2003-03-01",15.70621425,26.027
"2003-04-01",18.87109544,26.027
"2003-05-01",21.90148205,26.027
"2003-06-01",23.40202593,26.027
"2003-07-01",23.89924473,26.027
"2003-08-01",24.00599003,26.027
"2003-09-01",21.98521709,26.027
"2003-10-01",18.83250598,26.027
"2003-11-01",15.9604453,26.027
"2003-12-01",12.72149687,26.027
"2004-01-01",11.60943419,26.036
"2004-02-01",13.35858177,26.036
"2004-03-01",16.42820142,26.036
"2004-04-01",19.14406325,26.036
"2004-05-01",21.29883761,26.036
"2004-06-01",22.89475157,26.036
"2004-07-01",23.68087521,26.036
"2004-08-01",23.64243932,26.036
"2004-10-01",19.03413875,26.036
"2004-11-01",15.96018946,26.036
"2004-12-01",12.69322023,26.036
"2005-01-01",11.84996382,26.045
"2005-02-01",12.38138917,26.045
"2005-03-01",15.53224672,26.045
"2005-04-01",19.1642584,26.045
"2005-05-01",21.52522792,26.045
"2005-06-01",23.5826943,26.045
"2005-07-01",24.0200906,26.045
"2005-08-01",23.77254017,26.045
"2005-09-01",22.36359145,26.045
"2005-10-01",19.30045726,26.045
"2005-11-01",15.8264433,26.045
"2005-12-01",12.09921966,26.045
"2006-01-01",11.41916752,26.054
"2006-02-01",13.07799003,26.054
"2006-03-01",15.57852251,26.054
"2006-04-01",18.85297037,26.054
"2006-05-01",21.4752245,26.054
"2006-06-01",23.37338148,26.054
"2006-07-01",24.41516638,26.054
"2006-08-01",23.80985071,26.054
"2006-09-01",22.12357521,26.054
"2006-10-01",19.75635755,26.054
"2006-11-01",16.14951652,26.054
"2006-12-01",13.22194131,26.054
"2007-01-01",12.60677123,26.063
"2007-02-01",13.65493419,26.063
"2007-03-01",16.42171538,26.063
"2007-04-01",19.13254957,26.063
"2007-05-01",21.94489715,26.063
"2007-06-01",23.32579772,26.063
"2007-07-01",23.76455043,26.063
"2007-08-01",23.9644208,26.063
"2007-09-01",22.13124103,26.063
"2007-10-01",19.16006638,26.063
"2007-11-01",15.46682821,26.063
"2007-12-01",12.6695151,26.063
"2008-01-01",11.28893419,26.072
"2008-02-01",12.72366923,26.072
"2008-03-01",16.5454943,26.072
"2008-04-01",19.03389487,26.072
"2008-05-01",21.41182593,26.072
"2008-06-01",22.86618148,26.072
"2008-07-01",23.95672849,26.072
"2008-08-01",23.73758148,26.072
"2008-09-01",21.79748291,26.072
"2008-10-01",19.35606239,26.072
"2008-11-01",15.8845265,26.072
"2008-12-01",12.74177749,26.072
"2009-01-01",11.59212222,26.081
"2009-02-01",13.66180114,26.081
"2009-03-01",16.04928348,26.081
"2009-04-01",19.11505755,26.081
"2009-05-01",21.77856467,26.081
"2009-06-01",23.25055185,26.081
"2009-07-01",23.94552023,26.081
"2009-08-01",23.93548205,26.081
"2009-09-01",22.34672678,26.081
"2009-10-01",19.17141766,26.081
"2009-11-01",15.92577521,26.081
"2009-12-01",12.44097037,26.081
"2010-01-01",11.21073989,26.09
"2010-02-01",13.0878604,26.09
"2010-03-01",16.26439117,26.09
"2010-04-01",19.05965869,26.09
"2010-05-01",21.75756667,26.09
"2010-06-01",23.53961168,26.09
"2010-07-01",24.52491282,26.09
"2010-08-01",24.1651567,26.09
"2010-09-01",22.13734644,26.09
"2010-10-01",18.8870735,26.09
"2010-11-01",16.05863077,26.09
"2010-12-01",11.94915271,26.09
"2011-01-01",10.85802479,26.099
"2011-02-01",12.76071453,26.099
"2011-03-01",15.51287578,26.099
"2011-04-01",19.09173105,26.099
"2011-05-01",21.57871026,26.099
"2011-06-01",23.23877806,26.099
"2011-07-01",24.0144604,26.099
"2011-08-01",23.83665897,26.099
"2011-09-01",22.2189433,26.099
"2011-10-01",19.08944103,26.099
"2011-11-01",15.80170912,26.099
"2011-12-01",12.71772849,26.099
"2012-01-01",11.47655556,26.108
"2012-02-01",11.98085556,26.108
"2012-03-01",16.0668661,26.108
"2012-04-01",19.21693903,26.108
"2012-05-01",22.08959202,26.108
"2012-06-01",23.42135584,26.108
"2012-07-01",24.22603561,26.108
"2012-08-01",24.16478177,26.108
"2012-09-01",22.23050171,26.108
"2012-10-01",19.27907607,26.108
"2012-11-01",15.85650285,26.108
"2012-12-01",12.30256011,26.108
"2013-01-01",11.56765157,26.117
"2013-03-01",15.55118547,26.117
"2013-04-01",18.66811738,26.117
"2013-05-01",21.74855755,26.117
"2013-06-01",23.26355043,26.117
"2013-07-01",24.14212849,26.117
"2013-08-01",23.922249,26.117
"2013-09-01",22.89656136,26.117
